State	Municipality_of_residence	Sex	Case_classification	year	ew	total
MS	ITAPORA	F	CONFIRMADO	2015	20	2
MS	ITAPORA	F	CONFIRMADO	2015	21	4
MS	ITAPORA	F	CONFIRMADO	2015	22	1
MS	ITAPORA	F	CONFIRMADO	2015	23	1
MS	ITAPORA	F	CONFIRMADO	2015	26	1
MS	ITAPORA	F	CONFIRMADO	2015	27	5
MS	ITAPORA	F	CONFIRMADO	2015	28	1
MS	ITAPORA	F	CONFIRMADO	2015	32	1
MS	ITAPORA	F	CONFIRMADO	2015	33	4
MS	ITAPORA	F	CONFIRMADO	2015	34	2
MS	ITAPORA	F	CONFIRMADO	2015	35	2
MS	ITAPORA	F	CONFIRMADO	2015	37	2
MS	ITAPORA	F	CONFIRMADO	2015	38	1
MS	ITAPORA	F	CONFIRMADO	2015	39	4
MS	ITAPORA	F	CONFIRMADO	2015	41	4
MS	ITAPORA	F	CONFIRMADO	2015	42	5
MS	ITAPORA	F	CONFIRMADO	2015	43	5
MS	ITAPORA	F	CONFIRMADO	2015	44	7
MS	ITAPORA	F	CONFIRMADO	2015	45	10
MS	ITAPORA	F	CONFIRMADO	2015	46	9
MS	ITAPORA	F	CONFIRMADO	2015	47	19
MS	ITAPORA	F	CONFIRMADO	2015	48	5
MS	ITAPORA	F	CONFIRMADO	2015	49	9
MS	ITAPORA	F	CONFIRMADO	2015	50	3
MS	ITAPORA	F	CONFIRMADO	2015	51	5
MS	ITAPORA	F	CONFIRMADO	2015	52	4
MS	ITAPORA	F	CONFIRMADO	2016	1	6
MS	ITAPORA	F	CONFIRMADO	2016	2	5
MS	ITAPORA	F	CONFIRMADO	2016	3	8
MS	ITAPORA	F	CONFIRMADO	2016	4	8
MS	ITAPORA	F	CONFIRMADO	2016	5	9
MS	ITAPORA	F	CONFIRMADO	2016	6	17
MS	ITAPORA	F	CONFIRMADO	2016	7	10
MS	ITAPORA	F	CONFIRMADO	2016	8	7
MS	ITAPORA	F	CONFIRMADO	2016	9	14
MS	ITAPORA	F	CONFIRMADO	2016	10	12
MS	ITAPORA	F	CONFIRMADO	2016	11	9
MS	ITAPORA	F	CONFIRMADO	2016	12	16
MS	ITAPORA	F	CONFIRMADO	2016	13	8
MS	ITAPORA	F	CONFIRMADO	2016	14	6
MS	ITAPORA	F	CONFIRMADO	2016	15	9
MS	ITAPORA	F	CONFIRMADO	2016	16	6
MS	ITAPORA	F	CONFIRMADO	2016	17	6
MS	ITAPORA	F	CONFIRMADO	2016	18	3
MS	ITAPORA	F	CONFIRMADO	2016	19	1
MS	ITAPORA	F	CONFIRMADO	2016	27	1
MS	ITAPORA	F	CONFIRMADO	2016	34	1
MS	ITAPORA	F	CONFIRMADO	2016	37	1
MS	ITAPORA	F	CONFIRMADO	2017	10	1
MS	ITAPORA	F	CONFIRMADO	2017	20	1
MS	ITAPORA	F	CONFIRMADO	2017	27	1
MS	ITAPORA	F	CONFIRMADO	2019	1	1
MS	ITAPORA	F	CONFIRMADO	2019	2	1
MS	ITAPORA	F	CONFIRMADO	2019	5	1
MS	ITAPORA	F	CONFIRMADO	2019	8	1
MS	ITAPORA	F	CONFIRMADO	2019	11	1
MS	ITAPORA	F	CONFIRMADO	2019	42	2
MS	ITAPORA	F	CONFIRMADO	2019	45	1
MS	ITAPORA	F	CONFIRMADO	2019	47	2
MS	ITAPORA	F	CONFIRMADO	2019	48	1
MS	ITAPORA	F	CONFIRMADO	2019	49	1
MS	ITAPORA	F	CONFIRMADO	2019	50	3
MS	ITAPORA	F	CONFIRMADO	2019	51	1
MS	ITAPORA	F	CONFIRMADO	2020	1	6
MS	ITAPORA	F	CONFIRMADO	2020	2	2
MS	ITAPORA	F	CONFIRMADO	2020	3	26
MS	ITAPORA	F	CONFIRMADO	2020	4	23
MS	ITAPORA	F	CONFIRMADO	2020	5	23
MS	ITAPORA	F	CONFIRMADO	2020	6	23
MS	ITAPORA	F	CONFIRMADO	2020	7	14
MS	ITAPORA	F	CONFIRMADO	2020	8	7
MS	ITAPORA	F	CONFIRMADO	2020	9	8
MS	ITAPORA	F	CONFIRMADO	2020	10	13
MS	ITAPORA	F	CONFIRMADO	2020	11	4
MS	ITAPORA	F	CONFIRMADO	2020	12	4
MS	ITAPORA	F	CONFIRMADO	2020	13	4
MS	ITAPORA	F	CONFIRMADO	2020	14	14
MS	ITAPORA	F	CONFIRMADO	2020	15	4
MS	ITAPORA	F	CONFIRMADO	2020	16	5
MS	ITAPORA	F	CONFIRMADO	2020	17	3
MS	ITAPORA	F	CONFIRMADO	2020	18	2
MS	ITAPORA	F	CONFIRMADO	2020	19	7
MS	ITAPORA	F	CONFIRMADO	2020	20	2
MS	ITAPORA	F	CONFIRMADO	2020	21	2
MS	ITAPORA	F	CONFIRMADO	2020	23	1
MS	ITAPORA	F	CONFIRMADO	2020	24	2
MS	ITAPORA	F	CONFIRMADO	2020	28	2
MS	ITAPORA	F	CONFIRMADO	2020	29	1
MS	ITAPORA	F	CONFIRMADO	2020	38	1
MS	ITAPORA	F	CONFIRMADO	2020	40	1
MS	ITAPORA	F	CONFIRMADO	2020	47	1
MS	ITAPORA	F	CONFIRMADO	2020	49	1
MS	ITAPORA	F	CONFIRMADO	2020	51	2
MS	ITAPORA	F	CONFIRMADO	2020	52	1
MS	ITAPORA	F	CONFIRMADO	2021	1	2
MS	ITAPORA	F	CONFIRMADO	2021	8	1
MS	ITAPORA	F	CONFIRMADO	2021	9	1
MS	ITAPORA	F	CONFIRMADO	2021	11	1
MS	ITAPORA	F	CONFIRMADO	2021	12	1
MS	ITAPORA	F	CONFIRMADO	2021	13	1
MS	ITAPORA	F	CONFIRMADO	2021	14	1
MS	ITAPORA	F	CONFIRMADO	2021	17	1
MS	ITAPORA	F	CONFIRMADO	2021	20	1
MS	ITAPORA	F	CONFIRMADO	2021	21	1
MS	ITAPORA	F	CONFIRMADO	2021	36	1
MS	ITAPORA	F	CONFIRMADO	2022	4	1
MS	ITAPORA	F	CONFIRMADO	2022	8	1
MS	ITAPORA	F	CONFIRMADO	2022	9	1
MS	ITAPORA	F	CONFIRMADO	2022	10	3
MS	ITAPORA	F	CONFIRMADO	2022	11	7
MS	ITAPORA	F	CONFIRMADO	2022	12	17
MS	ITAPORA	F	CONFIRMADO	2022	13	4
MS	ITAPORA	F	CONFIRMADO	2022	14	7
MS	ITAPORA	F	CONFIRMADO	2022	15	6
MS	ITAPORA	F	CONFIRMADO	2022	16	13
MS	ITAPORA	F	CONFIRMADO	2022	17	14
MS	ITAPORA	F	CONFIRMADO	2022	18	18
MS	ITAPORA	F	CONFIRMADO	2022	19	32
MS	ITAPORA	F	CONFIRMADO	2022	20	17
MS	ITAPORA	F	CONFIRMADO	2022	21	4
MS	ITAPORA	F	CONFIRMADO	2022	22	19
MS	ITAPORA	F	CONFIRMADO	2022	23	11
MS	ITAPORA	F	CONFIRMADO	2022	24	10
MS	ITAPORA	F	CONFIRMADO	2022	25	7
MS	ITAPORA	F	CONFIRMADO	2022	26	6
MS	ITAPORA	F	CONFIRMADO	2022	27	6
MS	ITAPORA	F	CONFIRMADO	2022	28	5
MS	ITAQUIRAI	F	CONFIRMADO	2010	4	1
MS	ITAQUIRAI	F	CONFIRMADO	2010	8	1
MS	ITAQUIRAI	F	CONFIRMADO	2010	9	2
MS	ITAQUIRAI	F	CONFIRMADO	2010	10	1
MS	ITAQUIRAI	F	CONFIRMADO	2010	11	3
MS	ITAQUIRAI	F	CONFIRMADO	2010	12	1
MS	ITAQUIRAI	F	CONFIRMADO	2010	13	2
MS	ITAQUIRAI	F	CONFIRMADO	2010	14	2
MS	ITAQUIRAI	F	CONFIRMADO	2010	15	3
MS	ITAQUIRAI	F	CONFIRMADO	2010	16	5
MS	ITAQUIRAI	F	CONFIRMADO	2010	17	6
MS	ITAQUIRAI	F	CONFIRMADO	2010	18	3
MS	ITAQUIRAI	F	CONFIRMADO	2010	19	6
MS	ITAQUIRAI	F	CONFIRMADO	2010	20	2
MS	ITAQUIRAI	F	CONFIRMADO	2010	21	1
MS	ITAQUIRAI	F	CONFIRMADO	2010	24	1
MS	ITAQUIRAI	F	CONFIRMADO	2010	28	2
MS	ITAQUIRAI	F	CONFIRMADO	2011	4	1
MS	ITAQUIRAI	F	CONFIRMADO	2011	16	1
MS	ITAQUIRAI	F	CONFIRMADO	2011	18	1
MS	ITAQUIRAI	F	CONFIRMADO	2011	22	1
MS	ITAQUIRAI	F	CONFIRMADO	2012	21	1
MS	ITAQUIRAI	F	CONFIRMADO	2012	25	1
MS	ITAQUIRAI	F	CONFIRMADO	2013	2	2
MS	ITAQUIRAI	F	CONFIRMADO	2013	3	1
MS	ITAQUIRAI	F	CONFIRMADO	2013	4	1
MS	ITAQUIRAI	F	CONFIRMADO	2013	5	2
MS	ITAQUIRAI	F	CONFIRMADO	2013	6	3
MS	ITAQUIRAI	F	CONFIRMADO	2013	7	8
MS	ITAQUIRAI	F	CONFIRMADO	2013	8	15
MS	ITAQUIRAI	F	CONFIRMADO	2013	9	8
MS	ITAQUIRAI	F	CONFIRMADO	2013	10	24
MS	ITAQUIRAI	F	CONFIRMADO	2013	11	36
MS	ITAQUIRAI	F	CONFIRMADO	2013	12	38
MS	ITAQUIRAI	F	CONFIRMADO	2013	13	13
MS	ITAQUIRAI	F	CONFIRMADO	2013	14	22
MS	ITAQUIRAI	F	CONFIRMADO	2013	15	18
MS	ITAQUIRAI	F	CONFIRMADO	2013	16	31
MS	ITAQUIRAI	F	CONFIRMADO	2013	17	3
MS	ITAQUIRAI	F	CONFIRMADO	2013	19	2
MS	ITAQUIRAI	F	CONFIRMADO	2013	21	5
MS	ITAQUIRAI	F	CONFIRMADO	2013	22	4
MS	ITAQUIRAI	F	CONFIRMADO	2013	23	2
MS	ITAQUIRAI	F	CONFIRMADO	2014	3	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	4	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	5	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	40	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	41	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	42	9
MS	ITAQUIRAI	F	CONFIRMADO	2014	43	15
MS	ITAQUIRAI	F	CONFIRMADO	2014	44	3
MS	ITAQUIRAI	F	CONFIRMADO	2014	45	6
MS	ITAQUIRAI	F	CONFIRMADO	2014	46	2
MS	ITAQUIRAI	F	CONFIRMADO	2014	48	5
MS	ITAQUIRAI	F	CONFIRMADO	2014	49	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	50	3
MS	ITAQUIRAI	F	CONFIRMADO	2014	51	2
MS	ITAQUIRAI	F	CONFIRMADO	2014	53	3
MS	ITAQUIRAI	F	CONFIRMADO	2014	21	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	28	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	38	1
MS	ITAQUIRAI	F	CONFIRMADO	2014	39	3
MS	ITAQUIRAI	F	CONFIRMADO	2014	41	2
MS	ITAQUIRAI	F	CONFIRMADO	2014	43	4
MS	ITAQUIRAI	F	CONFIRMADO	2014	44	2
MS	ITAQUIRAI	F	CONFIRMADO	2014	46	1
MS	ITAQUIRAI	F	CONFIRMADO	2015	1	2
MS	ITAQUIRAI	F	CONFIRMADO	2015	2	8
MS	ITAQUIRAI	F	CONFIRMADO	2015	3	29
MS	ITAQUIRAI	F	CONFIRMADO	2015	4	28
MS	ITAQUIRAI	F	CONFIRMADO	2015	5	20
MS	ITAQUIRAI	F	CONFIRMADO	2015	6	14
MS	ITAQUIRAI	F	CONFIRMADO	2015	7	16
MS	ITAQUIRAI	F	CONFIRMADO	2015	8	10
MS	ITAQUIRAI	F	CONFIRMADO	2015	9	8
MS	ITAQUIRAI	F	CONFIRMADO	2015	10	11
MS	ITAQUIRAI	F	CONFIRMADO	2015	11	17
MS	ITAQUIRAI	F	CONFIRMADO	2015	12	15
MS	ITAQUIRAI	F	CONFIRMADO	2015	13	4
MS	ITAQUIRAI	F	CONFIRMADO	2015	14	11
MS	ITAQUIRAI	F	CONFIRMADO	2015	15	7
MS	ITAQUIRAI	F	CONFIRMADO	2015	16	16
MS	ITAQUIRAI	F	CONFIRMADO	2015	17	10
MS	ITAQUIRAI	F	CONFIRMADO	2015	18	8
MS	ITAQUIRAI	F	CONFIRMADO	2015	19	8
MS	ITAQUIRAI	F	CONFIRMADO	2015	20	12
MS	ITAQUIRAI	F	CONFIRMADO	2015	21	3
MS	ITAQUIRAI	F	CONFIRMADO	2015	22	1
MS	ITAQUIRAI	F	CONFIRMADO	2015	24	4
MS	ITAQUIRAI	F	CONFIRMADO	2015	26	3
MS	ITAQUIRAI	F	CONFIRMADO	2015	27	1
MS	ITAQUIRAI	F	CONFIRMADO	2015	51	1
MS	ITAQUIRAI	F	CONFIRMADO	2016	2	1
MS	ITAQUIRAI	F	CONFIRMADO	2016	8	1
MS	ITAQUIRAI	F	CONFIRMADO	2016	14	1
MS	ITAQUIRAI	F	CONFIRMADO	2017	45	1
MS	ITAQUIRAI	F	CONFIRMADO	2018	9	1
MS	ITAQUIRAI	F	CONFIRMADO	2019	8	2
MS	ITAQUIRAI	F	CONFIRMADO	2019	9	5
MS	ITAQUIRAI	F	CONFIRMADO	2019	10	6
MS	ITAQUIRAI	F	CONFIRMADO	2019	11	9
MS	ITAQUIRAI	F	CONFIRMADO	2019	12	15
MS	ITAQUIRAI	F	CONFIRMADO	2019	13	27
MS	ITAQUIRAI	F	CONFIRMADO	2019	14	18
MS	ITAQUIRAI	F	CONFIRMADO	2019	15	19
MS	ITAQUIRAI	F	CONFIRMADO	2019	16	9
MS	ITAQUIRAI	F	CONFIRMADO	2019	17	4
MS	ITAQUIRAI	F	CONFIRMADO	2019	18	7
MS	ITAQUIRAI	F	CONFIRMADO	2019	19	2
MS	ITAQUIRAI	F	CONFIRMADO	2019	20	1
MS	ITAQUIRAI	F	CONFIRMADO	2019	21	3
MS	ITAQUIRAI	F	CONFIRMADO	2019	22	2
MS	ITAQUIRAI	F	CONFIRMADO	2019	23	1
MS	ITAQUIRAI	F	CONFIRMADO	2019	24	5
MS	ITAQUIRAI	F	CONFIRMADO	2019	25	3
MS	ITAQUIRAI	F	CONFIRMADO	2019	26	3
MS	ITAQUIRAI	F	CONFIRMADO	2019	27	3
MS	ITAQUIRAI	F	CONFIRMADO	2019	30	1
MS	ITAQUIRAI	F	CONFIRMADO	2019	32	1
MS	ITAQUIRAI	F	CONFIRMADO	2019	34	1
MS	ITAQUIRAI	F	CONFIRMADO	2020	3	1
MS	ITAQUIRAI	F	CONFIRMADO	2020	5	3
MS	ITAQUIRAI	F	CONFIRMADO	2020	6	4
MS	ITAQUIRAI	F	CONFIRMADO	2020	7	4
MS	ITAQUIRAI	F	CONFIRMADO	2020	8	11
MS	ITAQUIRAI	F	CONFIRMADO	2020	9	1
MS	ITAQUIRAI	F	CONFIRMADO	2020	11	2
MS	ITAQUIRAI	F	CONFIRMADO	2020	12	14
MS	ITAQUIRAI	F	CONFIRMADO	2020	13	20
MS	ITAQUIRAI	F	CONFIRMADO	2020	14	13
MS	ITAQUIRAI	F	CONFIRMADO	2020	15	16
MS	ITAQUIRAI	F	CONFIRMADO	2020	16	19
MS	ITAQUIRAI	F	CONFIRMADO	2020	17	13
MS	ITAQUIRAI	F	CONFIRMADO	2020	18	9
MS	ITAQUIRAI	F	CONFIRMADO	2020	19	6
MS	ITAQUIRAI	F	CONFIRMADO	2020	20	5
MS	ITAQUIRAI	F	CONFIRMADO	2020	21	2
MS	ITAQUIRAI	F	CONFIRMADO	2020	22	2
MS	ITAQUIRAI	F	CONFIRMADO	2020	24	1
MS	ITAQUIRAI	F	CONFIRMADO	2020	25	4
MS	ITAQUIRAI	F	CONFIRMADO	2020	26	2
MS	ITAQUIRAI	F	CONFIRMADO	2020	28	1
MS	ITAQUIRAI	F	CONFIRMADO	2020	33	1
MS	ITAQUIRAI	F	CONFIRMADO	2020	34	2
MS	ITAQUIRAI	F	CONFIRMADO	2020	37	1
MS	ITAQUIRAI	F	CONFIRMADO	2020	38	2
MS	ITAQUIRAI	F	CONFIRMADO	2020	41	1
MS	ITAQUIRAI	F	CONFIRMADO	2021	5	1
MS	ITAQUIRAI	F	CONFIRMADO	2021	6	2
MS	ITAQUIRAI	F	CONFIRMADO	2021	7	3
MS	ITAQUIRAI	F	CONFIRMADO	2021	8	1
MS	ITAQUIRAI	F	CONFIRMADO	2021	9	5
MS	ITAQUIRAI	F	CONFIRMADO	2021	10	9
MS	ITAQUIRAI	F	CONFIRMADO	2021	11	7
MS	ITAQUIRAI	F	CONFIRMADO	2021	12	2
MS	ITAQUIRAI	F	CONFIRMADO	2021	14	10
MS	ITAQUIRAI	F	CONFIRMADO	2021	15	16
MS	ITAQUIRAI	F	CONFIRMADO	2021	16	20
MS	ITAQUIRAI	F	CONFIRMADO	2021	17	23
MS	ITAQUIRAI	F	CONFIRMADO	2021	18	20
MS	ITAQUIRAI	F	CONFIRMADO	2021	19	14
MS	ITAQUIRAI	F	CONFIRMADO	2021	20	10
MS	ITAQUIRAI	F	CONFIRMADO	2021	21	3
MS	ITAQUIRAI	F	CONFIRMADO	2021	22	2
MS	ITAQUIRAI	F	CONFIRMADO	2021	23	5
MS	ITAQUIRAI	F	CONFIRMADO	2021	24	1
MS	ITAQUIRAI	F	CONFIRMADO	2021	26	2
MS	ITAQUIRAI	F	CONFIRMADO	2022	17	2
MS	ITAQUIRAI	F	CONFIRMADO	2022	19	2
MS	ITAQUIRAI	F	CONFIRMADO	2022	20	1
MS	ITAQUIRAI	F	CONFIRMADO	2022	23	4
MS	IVINHEMA	F	CONFIRMADO	2010	1	1
MS	IVINHEMA	F	CONFIRMADO	2010	2	5
MS	IVINHEMA	F	CONFIRMADO	2010	3	12
MS	IVINHEMA	F	CONFIRMADO	2010	4	6
MS	IVINHEMA	F	CONFIRMADO	2010	5	15
MS	IVINHEMA	F	CONFIRMADO	2010	6	17
MS	IVINHEMA	F	CONFIRMADO	2010	7	18
MS	IVINHEMA	F	CONFIRMADO	2010	8	20
MS	IVINHEMA	F	CONFIRMADO	2010	9	53
MS	IVINHEMA	F	CONFIRMADO	2010	10	60
MS	IVINHEMA	F	CONFIRMADO	2010	11	41
MS	IVINHEMA	F	CONFIRMADO	2010	12	47
MS	IVINHEMA	F	CONFIRMADO	2010	13	30
MS	IVINHEMA	F	CONFIRMADO	2010	14	13
MS	IVINHEMA	F	CONFIRMADO	2010	15	11
MS	IVINHEMA	F	CONFIRMADO	2010	16	3
MS	IVINHEMA	F	CONFIRMADO	2010	17	4
MS	IVINHEMA	F	CONFIRMADO	2010	20	1
MS	IVINHEMA	F	CONFIRMADO	2010	21	1
MS	IVINHEMA	F	CONFIRMADO	2010	51	1
MS	IVINHEMA	F	CONFIRMADO	2011	10	2
MS	IVINHEMA	F	CONFIRMADO	2011	13	1
MS	IVINHEMA	F	CONFIRMADO	2011	14	2
MS	IVINHEMA	F	CONFIRMADO	2011	15	3
MS	IVINHEMA	F	CONFIRMADO	2011	16	1
MS	IVINHEMA	F	CONFIRMADO	2011	17	2
MS	IVINHEMA	F	CONFIRMADO	2011	18	2
MS	IVINHEMA	F	CONFIRMADO	2011	19	3
MS	IVINHEMA	F	CONFIRMADO	2011	20	3
MS	IVINHEMA	F	CONFIRMADO	2011	21	9
MS	IVINHEMA	F	CONFIRMADO	2011	22	1
MS	IVINHEMA	F	CONFIRMADO	2011	44	1
MS	IVINHEMA	F	CONFIRMADO	2011	52	2
MS	IVINHEMA	F	CONFIRMADO	2012	5	1
MS	IVINHEMA	F	CONFIRMADO	2012	48	1
MS	IVINHEMA	F	CONFIRMADO	2012	50	1
MS	IVINHEMA	F	CONFIRMADO	2013	3	5
MS	IVINHEMA	F	CONFIRMADO	2013	4	2
MS	IVINHEMA	F	CONFIRMADO	2013	5	14
MS	IVINHEMA	F	CONFIRMADO	2013	6	21
MS	IVINHEMA	F	CONFIRMADO	2013	7	20
MS	IVINHEMA	F	CONFIRMADO	2013	8	11
MS	IVINHEMA	F	CONFIRMADO	2013	9	21
MS	IVINHEMA	F	CONFIRMADO	2013	10	16
MS	IVINHEMA	F	CONFIRMADO	2013	11	20
MS	IVINHEMA	F	CONFIRMADO	2013	12	18
MS	IVINHEMA	F	CONFIRMADO	2013	13	10
MS	IVINHEMA	F	CONFIRMADO	2013	14	19
MS	IVINHEMA	F	CONFIRMADO	2013	15	24
MS	IVINHEMA	F	CONFIRMADO	2013	16	19
MS	IVINHEMA	F	CONFIRMADO	2013	17	11
MS	IVINHEMA	F	CONFIRMADO	2013	18	5
MS	IVINHEMA	F	CONFIRMADO	2013	19	4
MS	IVINHEMA	F	CONFIRMADO	2013	20	4
MS	IVINHEMA	F	CONFIRMADO	2013	21	9
MS	IVINHEMA	F	CONFIRMADO	2013	22	2
MS	IVINHEMA	F	CONFIRMADO	2013	23	1
MS	IVINHEMA	F	CONFIRMADO	2013	24	1
MS	IVINHEMA	F	CONFIRMADO	2013	25	1
MS	IVINHEMA	F	CONFIRMADO	2013	26	1
MS	IVINHEMA	F	CONFIRMADO	2013	27	1
MS	IVINHEMA	F	CONFIRMADO	2014	42	1
MS	IVINHEMA	F	CONFIRMADO	2014	18	1
MS	IVINHEMA	F	CONFIRMADO	2014	19	2
MS	IVINHEMA	F	CONFIRMADO	2015	7	4
MS	IVINHEMA	F	CONFIRMADO	2015	10	3
MS	IVINHEMA	F	CONFIRMADO	2015	11	2
MS	IVINHEMA	F	CONFIRMADO	2015	12	1
MS	IVINHEMA	F	CONFIRMADO	2015	13	5
MS	IVINHEMA	F	CONFIRMADO	2015	14	2
MS	IVINHEMA	F	CONFIRMADO	2015	15	2
MS	IVINHEMA	F	CONFIRMADO	2015	16	9
MS	IVINHEMA	F	CONFIRMADO	2015	17	9
MS	IVINHEMA	F	CONFIRMADO	2015	18	13
MS	IVINHEMA	F	CONFIRMADO	2015	19	11
MS	IVINHEMA	F	CONFIRMADO	2015	20	1
MS	IVINHEMA	F	CONFIRMADO	2015	21	3
MS	IVINHEMA	F	CONFIRMADO	2015	22	8
MS	IVINHEMA	F	CONFIRMADO	2015	23	2
MS	IVINHEMA	F	CONFIRMADO	2015	24	1
MS	IVINHEMA	F	CONFIRMADO	2015	25	2
MS	IVINHEMA	F	CONFIRMADO	2015	27	2
MS	IVINHEMA	F	CONFIRMADO	2015	28	2
MS	IVINHEMA	F	CONFIRMADO	2015	30	2
MS	IVINHEMA	F	CONFIRMADO	2015	31	2
MS	IVINHEMA	F	CONFIRMADO	2015	33	1
MS	IVINHEMA	F	CONFIRMADO	2015	34	1
MS	IVINHEMA	F	CONFIRMADO	2015	43	1
MS	IVINHEMA	F	CONFIRMADO	2015	44	1
MS	IVINHEMA	F	CONFIRMADO	2015	48	2
MS	IVINHEMA	F	CONFIRMADO	2015	49	1
MS	IVINHEMA	F	CONFIRMADO	2015	50	2
MS	IVINHEMA	F	CONFIRMADO	2016	1	1
MS	IVINHEMA	F	CONFIRMADO	2016	2	7
MS	IVINHEMA	F	CONFIRMADO	2016	3	4
MS	IVINHEMA	F	CONFIRMADO	2016	4	10
MS	IVINHEMA	F	CONFIRMADO	2016	5	3
MS	IVINHEMA	F	CONFIRMADO	2016	6	1
MS	IVINHEMA	F	CONFIRMADO	2016	7	1
MS	IVINHEMA	F	CONFIRMADO	2016	8	1
MS	IVINHEMA	F	CONFIRMADO	2016	9	4
MS	IVINHEMA	F	CONFIRMADO	2016	10	7
MS	IVINHEMA	F	CONFIRMADO	2016	11	3
MS	IVINHEMA	F	CONFIRMADO	2016	12	2
MS	IVINHEMA	F	CONFIRMADO	2016	13	2
MS	IVINHEMA	F	CONFIRMADO	2016	14	2
MS	IVINHEMA	F	CONFIRMADO	2016	15	4
MS	IVINHEMA	F	CONFIRMADO	2016	16	2
MS	IVINHEMA	F	CONFIRMADO	2016	17	2
MS	IVINHEMA	F	CONFIRMADO	2016	18	1
MS	IVINHEMA	F	CONFIRMADO	2016	50	1
MS	IVINHEMA	F	CONFIRMADO	2017	2	1
MS	IVINHEMA	F	CONFIRMADO	2017	19	1
MS	IVINHEMA	F	CONFIRMADO	2018	3	1
MS	IVINHEMA	F	CONFIRMADO	2018	15	1
MS	IVINHEMA	F	CONFIRMADO	2018	16	1
MS	IVINHEMA	F	CONFIRMADO	2018	18	1
MS	IVINHEMA	F	CONFIRMADO	2018	49	1
MS	IVINHEMA	F	CONFIRMADO	2019	4	1
MS	IVINHEMA	F	CONFIRMADO	2019	5	1
MS	IVINHEMA	F	CONFIRMADO	2019	7	2
MS	IVINHEMA	F	CONFIRMADO	2019	8	1
MS	IVINHEMA	F	CONFIRMADO	2019	9	1
MS	IVINHEMA	F	CONFIRMADO	2019	10	1
MS	IVINHEMA	F	CONFIRMADO	2019	12	1
MS	IVINHEMA	F	CONFIRMADO	2019	13	1
MS	IVINHEMA	F	CONFIRMADO	2019	14	2
MS	IVINHEMA	F	CONFIRMADO	2019	15	2
MS	IVINHEMA	F	CONFIRMADO	2019	16	4
MS	IVINHEMA	F	CONFIRMADO	2019	17	8
MS	IVINHEMA	F	CONFIRMADO	2019	18	7
MS	IVINHEMA	F	CONFIRMADO	2019	19	14
MS	IVINHEMA	F	CONFIRMADO	2019	20	8
MS	IVINHEMA	F	CONFIRMADO	2019	21	2
MS	IVINHEMA	F	CONFIRMADO	2019	22	1
MS	IVINHEMA	F	CONFIRMADO	2019	24	1
MS	IVINHEMA	F	CONFIRMADO	2019	25	3
MS	IVINHEMA	F	CONFIRMADO	2019	26	2
MS	IVINHEMA	F	CONFIRMADO	2019	27	1
MS	IVINHEMA	F	CONFIRMADO	2019	28	1
MS	IVINHEMA	F	CONFIRMADO	2019	30	1
MS	IVINHEMA	F	CONFIRMADO	2019	34	1
MS	IVINHEMA	F	CONFIRMADO	2019	41	1
MS	IVINHEMA	F	CONFIRMADO	2019	45	1
MS	IVINHEMA	F	CONFIRMADO	2019	48	1
MS	IVINHEMA	F	CONFIRMADO	2020	2	3
MS	IVINHEMA	F	CONFIRMADO	2020	4	2
MS	IVINHEMA	F	CONFIRMADO	2020	5	4
MS	IVINHEMA	F	CONFIRMADO	2020	6	8
MS	IVINHEMA	F	CONFIRMADO	2020	7	11
MS	IVINHEMA	F	CONFIRMADO	2020	8	15
MS	IVINHEMA	F	CONFIRMADO	2020	9	9
MS	IVINHEMA	F	CONFIRMADO	2020	10	11
MS	IVINHEMA	F	CONFIRMADO	2020	11	21
MS	IVINHEMA	F	CONFIRMADO	2020	12	17
MS	IVINHEMA	F	CONFIRMADO	2020	13	22
MS	IVINHEMA	F	CONFIRMADO	2020	14	13
MS	IVINHEMA	F	CONFIRMADO	2020	15	7
MS	IVINHEMA	F	CONFIRMADO	2020	16	15
MS	IVINHEMA	F	CONFIRMADO	2020	17	6
MS	IVINHEMA	F	CONFIRMADO	2020	18	5
MS	IVINHEMA	F	CONFIRMADO	2020	19	9
MS	IVINHEMA	F	CONFIRMADO	2020	20	9
MS	IVINHEMA	F	CONFIRMADO	2020	21	5
MS	IVINHEMA	F	CONFIRMADO	2020	22	3
MS	IVINHEMA	F	CONFIRMADO	2020	23	3
MS	IVINHEMA	F	CONFIRMADO	2020	25	1
MS	IVINHEMA	F	CONFIRMADO	2020	26	2
MS	IVINHEMA	F	CONFIRMADO	2020	27	1
MS	IVINHEMA	F	CONFIRMADO	2020	28	1
MS	IVINHEMA	F	CONFIRMADO	2020	30	1
MS	IVINHEMA	F	CONFIRMADO	2020	33	2
MS	IVINHEMA	F	CONFIRMADO	2021	2	1
MS	IVINHEMA	F	CONFIRMADO	2021	4	1
MS	IVINHEMA	F	CONFIRMADO	2021	5	1
MS	IVINHEMA	F	CONFIRMADO	2021	7	2
